addressLine1,formattedAddress,city,state,zipCode,price,addressLine2,county,bedrooms,bathrooms,squareFootage,propertyType,createdDate,lastSeen,status,removedDate,listedDate,daysOnMarket,yearBuilt,id,latitude,longitude,lotSize
5271 Sw 8th St,"5271 Sw 8th St, Apt 304, Miami, FL 33134",Miami,FL,33134,2500,Apt 304,Miami-Dade,2.0,2.0,1027.0,Condo,2019-11-08T08:28:15.798Z,2023-06-12T00:00:00.000Z,Active,,2023-06-03T00:00:00.000Z,10,2006.0,"5271-Sw-8th-St,-Apt-304,-Miami,-FL-33134",25.764063,-80.281218,
1600 Ne 1st Ave,"1600 Ne 1st Ave, Apt 2308, Miami, FL 33132",Miami,FL,33132,4400,Apt 2308,Miami-Dade,2.0,2.0,882.0,Condo,2019-11-08T08:28:24.770Z,2023-06-12T00:00:00.000Z,Active,,2023-05-12T00:00:00.000Z,32,2018.0,"1600-Ne-1st-Ave,-Apt-2308,-Miami,-FL-33132",25.791004,-80.192758,
851 Ne 1st Ave,"851 Ne 1st Ave, Unit 3006, Miami, FL 33132",Miami,FL,33132,6000,Unit 3006,Miami-Dade,2.0,2.0,1173.0,Condo,2019-11-08T08:30:15.918Z,2023-06-12T00:00:00.000Z,Active,,2023-02-14T00:00:00.000Z,119,2019.0,"851-Ne-1st-Ave,-Unit-3006,-Miami,-FL-33132",25.782889,-80.191906,
1010 Brickell Ave,"1010 Brickell Ave, Unit 1403, Miami, FL 33131",Miami,FL,33131,5500,Unit 1403,Miami-Dade,2.0,3.0,1283.0,Condo,2019-11-08T08:32:54.478Z,2023-06-12T00:00:00.000Z,Active,,2023-03-29T00:00:00.000Z,76,2017.0,"1010-Brickell-Ave,-Unit-1403,-Miami,-FL-33131",25.764019,-80.192266,
540 Brickell Key Dr,"540 Brickell Key Dr, Apt 1005, Miami, FL 33131",Miami,FL,33131,2750,Apt 1005,Miami-Dade,1.0,1.5,700.0,Condo,2019-11-08T08:37:14.000Z,2023-06-12T00:00:00.000Z,Active,,2023-05-08T00:00:00.000Z,36,1991.0,"540-Brickell-Key-Dr,-Apt-1005,-Miami,-FL-33131",25.767964,-80.183887,
555 Ne 15th St,"555 Ne 15th St, Apt 20C, Miami, FL 33132",Miami,FL,33132,4200,Apt 20C,Miami-Dade,2.0,2.0,1160.0,Condo,2019-11-08T08:37:31.517Z,2023-06-12T00:00:00.000Z,Active,,2023-04-11T00:00:00.000Z,63,1980.0,"555-Ne-15th-St,-Apt-20C,-Miami,-FL-33132",25.79019,-80.1857,
1111 Brickell Bay Dr,"1111 Brickell Bay Dr, Apt 2605, Miami, FL 33131",Miami,FL,33131,2920,Apt 2605,Miami-Dade,1.0,1.0,928.0,Condo,2019-11-08T08:37:54.793Z,2023-06-12T00:00:00.000Z,Active,,2023-03-24T00:00:00.000Z,81,1998.0,"1111-Brickell-Bay-Dr,-Apt-2605,-Miami,-FL-33131",25.762972,-80.189191,104980.0
460 Ne 28th St,"460 Ne 28th St, Apt 604, Miami, FL 33137",Miami,FL,33137,4250,Apt 604,Miami-Dade,2.0,2.0,1104.0,Condo,2019-11-08T08:38:41.144Z,2023-06-12T00:00:00.000Z,Active,,2023-06-06T00:00:00.000Z,7,2015.0,"460-Ne-28th-St,-Apt-604,-Miami,-FL-33137",25.803847,-80.18741,
801 S Miami Ave,"801 S Miami Ave, Unit 4805, Miami, FL 33130",Miami,FL,33130,6900,Unit 4805,Miami-Dade,2.0,2.0,1152.0,Condo,2019-11-08T08:39:31.336Z,2023-06-12T00:00:00.000Z,Active,,2023-06-01T00:00:00.000Z,12,2018.0,"801-S-Miami-Ave,-Unit-4805,-Miami,-FL-33130",25.766082,-80.192908,
2912 Sw 24th St,"2912 Sw 24th St, Miami, FL 33145",Miami,FL,33145,4000,,Miami-Dade,5.0,2.0,1600.0,Single Family,2019-11-08T08:42:17.350Z,2023-06-12T00:00:00.000Z,Active,,2023-03-06T00:00:00.000Z,99,1925.0,"2912-Sw-24th-St,-Miami,-FL-33145",25.746416,-80.240879,
333 Ne 24th St,"333 Ne 24th St, Apt 908, Miami, FL 33137",Miami,FL,33137,2750,Apt 908,Miami-Dade,1.0,1.0,692.0,Condo,2019-11-08T08:50:30.642Z,2023-06-12T00:00:00.000Z,Active,,2023-05-09T00:00:00.000Z,35,2008.0,"333-Ne-24th-St,-Apt-908,-Miami,-FL-33137",25.800567,-80.188368,
480 Ne 31st St,"480 Ne 31st St, Unit 4607, Miami, FL 33137",Miami,FL,33137,9500,Unit 4607,Miami-Dade,3.0,3.0,1649.0,Apartment,2019-11-08T08:52:24.241Z,2023-06-12T00:00:00.000Z,Active,,2023-03-06T00:00:00.000Z,99,2019.0,"480-Ne-31st-St,-Unit-4607,-Miami,-FL-33137",25.806196,-80.186727,
15441 Sw 11th Ter,"15441 Sw 11th Ter, Miami, FL 33194",Miami,FL,33194,4800,,Miami-Dade,4.0,2.0,2028.0,Single Family,2019-11-08T08:56:27.755Z,2023-06-12T00:00:00.000Z,Active,,2023-05-15T00:00:00.000Z,29,2004.0,"15441-Sw-11th-Ter,-Miami,-FL-33194",25.755989,-80.445708,5002.0
501 Ne 31st St,"501 Ne 31st St, Unit 3106, Miami, FL 33137",Miami,FL,33137,4950,Unit 3106,Miami-Dade,3.0,2.0,1152.0,Condo,2019-11-08T08:56:30.549Z,2023-06-12T00:00:00.000Z,Active,,2023-03-20T00:00:00.000Z,85,2018.0,"501-Ne-31st-St,-Unit-3106,-Miami,-FL-33137",25.806864,-80.187489,
3131 Ne 7th Ave,"3131 Ne 7th Ave, Unit 1202, Miami, FL 33137",Miami,FL,33137,5900,Unit 1202,Miami-Dade,1.0,1.5,959.0,Condo,2019-11-08T09:00:27.872Z,2023-06-12T00:00:00.000Z,Active,,2023-04-25T00:00:00.000Z,49,2018.0,"3131-Ne-7th-Ave,-Unit-1202,-Miami,-FL-33137",25.807376,-80.185864,
1900 N Bayshore Dr,"1900 N Bayshore Dr, Apt 1708, Miami, FL 33132",Miami,FL,33132,3000,Apt 1708,Miami-Dade,1.0,1.0,837.0,Condo,2019-11-08T09:02:14.616Z,2023-06-12T00:00:00.000Z,Active,,2023-05-10T00:00:00.000Z,34,2007.0,"1900-N-Bayshore-Dr,-Apt-1708,-Miami,-FL-33132",25.794628,-80.187069,
1100 Biscayne Blvd,"1100 Biscayne Blvd, Unit 1703, Miami, FL 33132",Miami,FL,33132,5500,Unit 1703,Miami-Dade,1.0,2.0,1675.0,Condo,2019-11-08T09:08:13.485Z,2023-06-12T00:00:00.000Z,Active,,2023-05-16T00:00:00.000Z,28,2009.0,"1100-Biscayne-Blvd,-Unit-1703,-Miami,-FL-33132",25.785236,-80.189906,
520 Ne 29th St,"520 Ne 29th St, Unit 703, Miami, FL 33137",Miami,FL,33137,3200,Unit 703,Miami-Dade,2.0,1.5,877.0,Apartment,2019-11-08T09:13:18.114Z,2023-06-12T00:00:00.000Z,Active,,2023-03-09T00:00:00.000Z,96,2007.0,"520-Ne-29th-St,-Unit-703,-Miami,-FL-33137",25.804142,-80.186248,
495 Brickell Ave,"495 Brickell Ave, Apt 3106, Miami, FL 33131",Miami,FL,33131,3650,Apt 3106,Miami-Dade,1.0,1.0,732.0,Condo,2019-11-08T09:19:46.884Z,2023-06-12T00:00:00.000Z,Active,,2023-05-22T00:00:00.000Z,22,,"495-Brickell-Ave,-Apt-3106,-Miami,-FL-33131",25.768309,-80.188531,
2200 Lincoln Ave,"2200 Lincoln Ave, Miami, FL 33133",Miami,FL,33133,12000,,Miami-Dade,3.0,3.0,2615.0,Single Family,2019-11-08T09:25:59.893Z,2023-06-12T00:00:00.000Z,Active,,2023-05-02T00:00:00.000Z,42,2017.0,"2200-Lincoln-Ave,-Miami,-FL-33133",25.738268,-80.22992,5000.0
9055 Sw 73rd Ct,"9055 Sw 73rd Ct, Apt 1604, Miami, FL 33156",Miami,FL,33156,2600,Apt 1604,Miami-Dade,1.0,1.0,657.0,Condo,2019-11-08T09:28:38.678Z,2023-06-12T00:00:00.000Z,Active,,2023-02-27T00:00:00.000Z,106,2006.0,"9055-Sw-73rd-Ct,-Apt-1604,-Miami,-FL-33156",25.686599,-80.314025,
1080 Brickell Ave,"1080 Brickell Ave, Unit 3803, Miami, FL 33131",Miami,FL,33131,4950,Unit 3803,Miami-Dade,1.0,1.0,748.0,Condo,2019-11-08T09:28:47.502Z,2023-06-12T00:00:00.000Z,Active,,2023-05-19T00:00:00.000Z,25,2016.0,"1080-Brickell-Ave,-Unit-3803,-Miami,-FL-33131",25.76284,-80.192659,
45 Sw 9th St,"45 Sw 9th St, Miami, FL 33130",Miami,FL,33130,16800,,Miami-Dade,4.0,4.5,1723.0,Condo,2019-11-08T09:34:10.366Z,2023-06-12T00:00:00.000Z,Active,,2023-06-05T00:00:00.000Z,8,,"45-Sw-9th-St,-Miami,-FL-33130",25.765612,-80.193825,
1080 Brickell Ave,"1080 Brickell Ave, Miami, FL 33131",Miami,FL,33131,15000,,Miami-Dade,4.0,4.5,2727.0,Condo,2019-11-08T09:34:13.796Z,2023-06-12T00:00:00.000Z,Active,,2023-06-08T00:00:00.000Z,5,2016.0,"1080-Brickell-Ave,-Miami,-FL-33131",25.762768,-80.192429,
801 S Miami Ave,"801 S Miami Ave, Unit 1810, Miami, FL 33130",Miami,FL,33130,5700,Unit 1810,Miami-Dade,2.0,2.0,1253.0,Condo,2019-11-08T09:34:31.544Z,2023-06-12T00:00:00.000Z,Active,,2023-05-05T00:00:00.000Z,39,2018.0,"801-S-Miami-Ave,-Unit-1810,-Miami,-FL-33130",25.766082,-80.192908,
699 Ne 86th St,"699 Ne 86th St, Apt 3, Miami, FL 33138",Miami,FL,33138,1750,Apt 3,Miami-Dade,1.0,1.0,565.0,Apartment,2019-11-08T09:35:38.937Z,2023-06-12T00:00:00.000Z,Active,,2023-04-28T00:00:00.000Z,46,1936.0,"699-Ne-86th-St,-Apt-3,-Miami,-FL-33138",25.854647,-80.182807,10575.0
801 S Miami Ave,"801 S Miami Ave, Unit 1407, Miami, FL 33130",Miami,FL,33130,4000,Unit 1407,Miami-Dade,1.0,2.0,866.0,Condo,2019-11-08T09:37:30.768Z,2023-06-12T00:00:00.000Z,Active,,2023-04-26T00:00:00.000Z,48,2018.0,"801-S-Miami-Ave,-Unit-1407,-Miami,-FL-33130",25.766082,-80.192908,
3250 Ne 1st Ave,"3250 Ne 1st Ave, Apt 1015, Miami, FL 33137",Miami,FL,33137,5999,Apt 1015,Miami-Dade,2.0,2.0,1707.0,Condo,2019-11-08T09:38:38.078Z,2023-06-12T00:00:00.000Z,Active,,2023-04-18T00:00:00.000Z,56,2007.0,"3250-Ne-1st-Ave,-Apt-1015,-Miami,-FL-33137",25.807486,-80.193382,
495 Brickell Ave,"495 Brickell Ave, Apt 2106, Miami, FL 33131",Miami,FL,33131,3500,Apt 2106,Miami-Dade,1.0,1.0,732.0,Condo,2019-11-08T09:39:40.681Z,2023-06-12T00:00:00.000Z,Active,,2023-05-08T00:00:00.000Z,36,2009.0,"495-Brickell-Ave,-Apt-2106,-Miami,-FL-33131",25.768309,-80.188531,
3400 Sw 27th Ave,"3400 Sw 27th Ave, Apt 307, Miami, FL 33133",Miami,FL,33133,8000,Apt 307,Miami-Dade,2.0,2.5,1540.0,Condo,2019-11-08T09:39:42.367Z,2023-06-12T00:00:00.000Z,Active,,2023-03-21T00:00:00.000Z,84,2001.0,"3400-Sw-27th-Ave,-Apt-307,-Miami,-FL-33133",25.729653,-80.237883,
888 Biscayne Blvd,"888 Biscayne Blvd, Apt 5704, Miami, FL 33132",Miami,FL,33132,10000,Apt 5704,Miami-Dade,3.0,3.5,2703.0,Condo,2019-11-08T09:39:43.462Z,2023-06-12T00:00:00.000Z,Active,,2023-06-07T00:00:00.000Z,6,2008.0,"888-Biscayne-Blvd,-Apt-5704,-Miami,-FL-33132",25.782486,-80.190067,
458 Ne 210th Cir Ter,"458 Ne 210th Cir Ter, Unit 104-8, Miami, FL 33179",Miami,FL,33179,2250,Unit 104-8,Miami-Dade,2.0,2.0,1060.0,Condo,2019-11-08T09:40:57.295Z,2023-06-12T00:00:00.000Z,Active,,2023-05-14T00:00:00.000Z,30,1989.0,"458-Ne-210th-Cir-Ter,-Unit-104-8,-Miami,-FL-33179",25.966989,-80.195729,
7425 Sw 34th Street Rd,"7425 Sw 34th Street Rd, Miami, FL 33155",Miami,FL,33155,4900,,Miami-Dade,4.0,3.0,1224.0,Single Family,2019-11-08T09:41:55.715Z,2023-06-12T00:00:00.000Z,Active,,2023-06-06T00:00:00.000Z,7,1952.0,"7425-Sw-34th-Street-Rd,-Miami,-FL-33155",25.742621,-80.315825,7150.0
851 Ne 1st Ave,"851 Ne 1st Ave, Unit 3800, Miami, FL 33132",Miami,FL,33132,3900,Unit 3800,Miami-Dade,1.0,2.0,1018.0,Condo,2019-11-08T09:42:01.396Z,2023-06-12T00:00:00.000Z,Active,,2023-05-25T00:00:00.000Z,19,2019.0,"851-Ne-1st-Ave,-Unit-3800,-Miami,-FL-33132",25.782889,-80.191906,
92 Sw 3rd St,"92 Sw 3rd St, Apt 2209, Miami, FL 33130",Miami,FL,33130,3050,Apt 2209,Miami-Dade,1.0,1.0,764.0,Condo,2019-11-08T09:43:53.463Z,2023-06-12T00:00:00.000Z,Active,,2023-05-16T00:00:00.000Z,28,2010.0,"92-Sw-3rd-St,-Apt-2209,-Miami,-FL-33130",25.769557,-80.195198,
801 S Miami Ave,"801 S Miami Ave, Unit 4008, Miami, FL 33130",Miami,FL,33130,4200,Unit 4008,Miami-Dade,1.0,2.0,849.0,Condo,2019-11-08T09:46:07.321Z,2023-06-12T00:00:00.000Z,Active,,2023-04-11T00:00:00.000Z,63,2018.0,"801-S-Miami-Ave,-Unit-4008,-Miami,-FL-33130",25.766082,-80.192908,
1300 Brickell Bay Dr,"1300 Brickell Bay Dr, Apt 902, Miami, FL 33131",Miami,FL,33131,4500,Apt 902,Miami-Dade,1.0,1.0,716.0,Condo,2019-11-08T09:47:28.655Z,2023-06-12T00:00:00.000Z,Active,,2023-04-10T00:00:00.000Z,64,2014.0,"1300-Brickell-Bay-Dr,-Apt-902,-Miami,-FL-33131",25.760391,-80.190347,
488 Ne 18th St,"488 Ne 18th St, Unit 1610, Miami, FL 33132",Miami,FL,33132,7000,Unit 1610,Miami-Dade,3.0,3.5,1592.0,Condo,2019-11-08T09:55:15.448Z,2023-06-12T00:00:00.000Z,Active,,2023-05-17T00:00:00.000Z,27,2018.0,"488-Ne-18th-St,-Unit-1610,-Miami,-FL-33132",25.793328,-80.187073,
1600 Ne 1st Ave,"1600 Ne 1st Ave, Apt 3401, Miami, FL 33132",Miami,FL,33132,3600,Apt 3401,Miami-Dade,1.0,1.5,853.0,Condo,2019-11-08T10:00:27.974Z,2023-06-12T00:00:00.000Z,Active,,2023-03-13T00:00:00.000Z,92,2018.0,"1600-Ne-1st-Ave,-Apt-3401,-Miami,-FL-33132",25.791004,-80.192758,
1155 Brickell Bay Dr,"1155 Brickell Bay Dr, Apt 1705, Miami, FL 33131",Miami,FL,33131,3200,Apt 1705,Miami-Dade,1.0,1.0,760.0,Condo,2019-11-12T05:57:18.044Z,2023-06-12T00:00:00.000Z,Active,,2023-04-28T00:00:00.000Z,46,2001.0,"1155-Brickell-Bay-Dr,-Apt-1705,-Miami,-FL-33131",25.762165,-80.18911,
1111 Sw 1st Ave,"1111 Sw 1st Ave, Unit 2722N, Miami, FL 33130",Miami,FL,33130,4100,Unit 2722N,Miami-Dade,2.0,2.0,1012.0,Condo,2019-11-12T05:59:49.081Z,2023-06-12T00:00:00.000Z,Active,,2023-06-09T00:00:00.000Z,4,2008.0,"1111-Sw-1st-Ave,-Unit-2722N,-Miami,-FL-33130",25.763219,-80.194564,
1260 Nw 58th St,"1260 Nw 58th St, Miami, FL 33142",Miami,FL,33142,1400,,Miami-Dade,2.0,1.0,,Apartment,2019-11-12T06:20:35.635Z,2023-06-12T00:00:00.000Z,Active,,2023-06-01T00:00:00.000Z,12,,"1260-Nw-58th-St,-Miami,-FL-33142",25.8281,-80.217773,
559 Ne 62nd St,"559 Ne 62nd St, Unit 1, Miami, FL 33138",Miami,FL,33138,1700,Unit 1,Miami-Dade,,1.0,500.0,Condo,2019-11-12T06:24:48.522Z,2023-06-12T00:00:00.000Z,Active,,2023-05-08T00:00:00.000Z,36,1937.0,"559-Ne-62nd-St,-Unit-1,-Miami,-FL-33138",25.833606,-80.184985,7150.0
1 Glen Royal Pkwy,"1 Glen Royal Pkwy, Apt 901, Miami, FL 33125",Miami,FL,33125,2900,Apt 901,Miami-Dade,3.0,2.0,1188.0,Condo,2019-11-12T06:24:56.445Z,2023-06-12T00:00:00.000Z,Active,,2023-06-08T00:00:00.000Z,5,2007.0,"1-Glen-Royal-Pkwy,-Apt-901,-Miami,-FL-33125",25.773206,-80.231308,
352 Nw 11th St,"352 Nw 11th St, Miami, FL 33136",Miami,FL,33136,1450,,Miami-Dade,2.0,1.0,,Apartment,2019-12-08T07:05:55.532Z,2023-06-12T00:00:00.000Z,Active,,2023-03-11T00:00:00.000Z,94,1953.0,"352-Nw-11th-St,-Miami,-FL-33136",25.784267,-80.200838,
851 Ne 1st Ave,"851 Ne 1st Ave, Unit 511, Miami, FL 33132",Miami,FL,33132,4450,Unit 511,Miami-Dade,2.0,2.0,1101.0,Condo,2019-12-08T07:06:02.283Z,2023-06-12T00:00:00.000Z,Active,,2023-04-05T00:00:00.000Z,69,2019.0,"851-Ne-1st-Ave,-Unit-511,-Miami,-FL-33132",25.782889,-80.191906,
3131 Ne 7th Ave,"3131 Ne 7th Ave, Miami, FL 33137",Miami,FL,33137,25000,,Miami-Dade,4.0,5.5,2887.0,Condo,2019-12-08T07:08:53.313Z,2023-06-12T00:00:00.000Z,Active,,2023-06-05T00:00:00.000Z,8,2018.0,"3131-Ne-7th-Ave,-Miami,-FL-33137",25.807404,-80.18602,
