addressLine1,formattedAddress,city,state,zipCode,price,addressLine2,county,bedrooms,bathrooms,squareFootage,propertyType,createdDate,lastSeen,status,removedDate,listedDate,daysOnMarket,yearBuilt,id,latitude,longitude,lotSize
101 Crandon Blvd,"101 Crandon Blvd, Apt 378, Miami, FL 33149",Miami,FL,33149,6500,Apt 378,Miami-Dade,3.0,2.0,1820.0,Condo,2019-11-01T10:30:14.551Z,2023-06-12T00:00:00.000Z,Active,,2023-03-31T00:00:00.000Z,74,1981.0,"101-Crandon-Blvd,-Apt-378,-Miami,-FL-33149",25.697742,-80.160726,
1010 Brickell Ave,"1010 Brickell Ave, Unit 2510, Miami, FL 33131",Miami,FL,33131,3150,Unit 2510,Miami-Dade,,1.0,442.0,Condo,2019-08-03T08:12:11.706Z,2023-06-12T00:00:00.000Z,Active,,2023-04-28T00:00:00.000Z,46,2017.0,"1010-Brickell-Ave,-Unit-2510,-Miami,-FL-33131",25.764019,-80.192266,
1010 Brickell Ave,"1010 Brickell Ave, Unit 3103, Miami, FL 33131",Miami,FL,33131,6500,Unit 3103,Miami-Dade,3.0,3.0,1283.0,Condo,2019-05-06T06:02:04.262Z,2023-06-12T00:00:00.000Z,Active,,2023-06-07T00:00:00.000Z,6,2017.0,"1010-Brickell-Ave,-Unit-3103,-Miami,-FL-33131",25.764019,-80.192266,
1010 Brickell Ave,"1010 Brickell Ave, Unit 2204, Miami, FL 33131",Miami,FL,33131,6450,Unit 2204,Miami-Dade,2.0,3.0,1325.0,Condo,2019-05-06T06:03:29.530Z,2023-06-12T00:00:00.000Z,Active,,2023-02-08T00:00:00.000Z,125,2017.0,"1010-Brickell-Ave,-Unit-2204,-Miami,-FL-33131",25.764019,-80.192266,
1010 Brickell Ave,"1010 Brickell Ave, Unit 2307, Miami, FL 33131",Miami,FL,33131,6500,Unit 2307,Miami-Dade,2.0,2.0,970.0,Condo,2019-08-03T11:31:40.076Z,2023-06-12T00:00:00.000Z,Active,,2023-04-03T00:00:00.000Z,71,2017.0,"1010-Brickell-Ave,-Unit-2307,-Miami,-FL-33131",25.764019,-80.192266,
1010 Brickell Ave,"1010 Brickell Ave, Unit 4608, Miami, FL 33131",Miami,FL,33131,4200,Unit 4608,Miami-Dade,1.0,1.5,759.0,Condo,2019-05-06T09:02:56.316Z,2023-06-12T00:00:00.000Z,Active,,2023-06-05T00:00:00.000Z,8,2017.0,"1010-Brickell-Ave,-Unit-4608,-Miami,-FL-33131",25.764019,-80.192266,
1010 Brickell Ave,"1010 Brickell Ave, Unit 3504, Miami, FL 33131",Miami,FL,33131,6950,Unit 3504,Miami-Dade,3.0,3.0,1325.0,Condo,2019-08-03T11:30:32.293Z,2023-06-12T00:00:00.000Z,Active,,2023-05-22T00:00:00.000Z,22,2017.0,"1010-Brickell-Ave,-Unit-3504,-Miami,-FL-33131",25.764019,-80.192266,
1010 Brickell Ave,"1010 Brickell Ave, Unit 4802, Miami, FL 33131",Miami,FL,33131,7200,Unit 4802,Miami-Dade,2.0,3.0,1314.0,Condo,2019-08-03T08:09:10.445Z,2023-06-12T00:00:00.000Z,Active,,2023-06-07T00:00:00.000Z,6,2017.0,"1010-Brickell-Ave,-Unit-4802,-Miami,-FL-33131",25.764019,-80.192266,
10142 Sw 77th Ct,"10142 Sw 77th Ct, Miami, FL 33156",Miami,FL,33156,3000,,Miami-Dade,3.0,2.5,1348.0,Townhouse,2019-10-29T07:08:23.178Z,2023-06-12T00:00:00.000Z,Active,,2023-05-24T00:00:00.000Z,20,1987.0,"10142-Sw-77th-Ct,-Miami,-FL-33156",25.676368,-80.32122,
1023 Sw 6th St,"1023 Sw 6th St, Miami, FL 33130",Miami,FL,33130,1750,,Miami-Dade,,2.0,,Apartment,2019-10-29T11:06:25.323Z,2023-06-12T00:00:00.000Z,Active,,2023-01-03T00:00:00.000Z,161,,"1023-Sw-6th-St,-Miami,-FL-33130",25.768147,-80.211866,
10371 Sw 150th Pl,"10371 Sw 150th Pl, Apt 5107, Miami, FL 33196",Miami,FL,33196,2100,Apt 5107,Miami-Dade,1.0,1.0,804.0,Condo,2019-10-25T16:16:20.548Z,2023-06-12T00:00:00.000Z,Active,,2023-06-08T00:00:00.000Z,5,1991.0,"10371-Sw-150th-Pl,-Apt-5107,-Miami,-FL-33196",25.671241,-80.439021,
1040 Biscayne Blvd,"1040 Biscayne Blvd, Apt 3205, Miami, FL 33132",Miami,FL,33132,3450,Apt 3205,Miami-Dade,1.0,1.5,791.0,Condo,2019-05-06T06:50:56.782Z,2023-06-12T00:00:00.000Z,Active,,2023-04-12T00:00:00.000Z,62,2007.0,"1040-Biscayne-Blvd,-Apt-3205,-Miami,-FL-33132",25.784638,-80.190158,
1040 Biscayne Blvd,"1040 Biscayne Blvd, Apt 3007, Miami, FL 33132",Miami,FL,33132,5900,Apt 3007,Miami-Dade,2.0,2.5,1123.0,Condo,2019-10-16T02:08:51.144Z,2023-06-12T00:00:00.000Z,Active,,2023-02-10T00:00:00.000Z,123,2007.0,"1040-Biscayne-Blvd,-Apt-3007,-Miami,-FL-33132",25.784638,-80.190158,
1040 Biscayne Blvd,"1040 Biscayne Blvd, Apt 3508, Miami, FL 33132",Miami,FL,33132,3600,Apt 3508,Miami-Dade,1.0,1.5,808.0,Condo,2019-08-25T00:36:20.506Z,2023-06-12T00:00:00.000Z,Active,,2023-03-25T00:00:00.000Z,80,2007.0,"1040-Biscayne-Blvd,-Apt-3508,-Miami,-FL-33132",25.784638,-80.190158,
1050 Brickell Ave,"1050 Brickell Ave, Apt 1012, Miami, FL 33131",Miami,FL,33131,4200,Apt 1012,Miami-Dade,1.0,2.0,1000.0,Condo,2019-08-03T11:21:27.913Z,2023-06-12T00:00:00.000Z,Active,,2023-05-15T00:00:00.000Z,29,2008.0,"1050-Brickell-Ave,-Apt-1012,-Miami,-FL-33131",25.763279,-80.192195,
1050 Brickell Ave,"1050 Brickell Ave, Apt 810, Miami, FL 33131",Miami,FL,33131,3100,Apt 810,Miami-Dade,1.0,2.0,1000.0,Condo,2019-09-17T19:58:03.229Z,2023-06-12T00:00:00.000Z,Active,,2023-06-07T00:00:00.000Z,6,2008.0,"1050-Brickell-Ave,-Apt-810,-Miami,-FL-33131",25.763279,-80.192195,
10571 Sw 156th Pl,"10571 Sw 156th Pl, Miami, FL 33196",Miami,FL,33196,1810,,Miami-Dade,,,,Apartment,2019-10-29T12:22:26.136Z,2023-06-12T00:00:00.000Z,Active,,2023-04-01T00:00:00.000Z,73,1988.0,"10571-Sw-156th-Pl,-Miami,-FL-33196",25.66769,-80.44803,
1060 Brickell Ave,"1060 Brickell Ave, Apt 2801, Miami, FL 33131",Miami,FL,33131,4700,Apt 2801,Miami-Dade,2.0,2.5,1368.0,Condo,2019-08-03T08:12:11.706Z,2023-06-12T00:00:00.000Z,Active,,2023-06-05T00:00:00.000Z,8,2008.0,"1060-Brickell-Ave,-Apt-2801,-Miami,-FL-33131",25.763279,-80.192195,
1060 Brickell Ave,"1060 Brickell Ave, Apt 205, Miami, FL 33131",Miami,FL,33131,4000,Apt 205,Miami-Dade,1.0,2.0,1147.0,Condo,2019-08-25T00:17:51.829Z,2023-06-12T00:00:00.000Z,Active,,2023-05-09T00:00:00.000Z,35,2008.0,"1060-Brickell-Ave,-Apt-205,-Miami,-FL-33131",25.763279,-80.192195,
1060 Brickell Ave,"1060 Brickell Ave, Apt 1409, Miami, FL 33131",Miami,FL,33131,2700,Apt 1409,Miami-Dade,,1.0,551.0,Condo,2019-05-06T05:58:25.898Z,2023-06-12T00:00:00.000Z,Active,,2023-05-26T00:00:00.000Z,18,2008.0,"1060-Brickell-Ave,-Apt-1409,-Miami,-FL-33131",25.763279,-80.192195,
1060 Brickell Ave,"1060 Brickell Ave, Apt 1009, Miami, FL 33131",Miami,FL,33131,3400,Apt 1009,Miami-Dade,1.0,1.5,982.0,Condo,2019-04-26T13:45:32.076Z,2023-06-12T00:00:00.000Z,Active,,2023-05-15T00:00:00.000Z,29,2008.0,"1060-Brickell-Ave,-Apt-1009,-Miami,-FL-33131",25.763279,-80.192195,
1060 Nw 7th St,"1060 Nw 7th St, Apt 101, Miami, FL 33136",Miami,FL,33136,2450,Apt 101,Miami-Dade,2.0,2.0,795.0,Condo,2018-12-01T00:15:14.937Z,2023-06-12T00:00:00.000Z,Active,,2023-05-19T00:00:00.000Z,25,2003.0,"1060-Nw-7th-St,-Apt-101,-Miami,-FL-33136",25.779958,-80.212925,
10629 Sw 73rd Ter,"10629 Sw 73rd Ter, Miami, FL 33173",Miami,FL,33173,3200,,Miami-Dade,3.0,2.0,1446.0,Townhouse,2019-04-26T19:08:58.764Z,2023-06-12T00:00:00.000Z,Active,,2023-04-24T00:00:00.000Z,50,1980.0,"10629-Sw-73rd-Ter,-Miami,-FL-33173",25.700508,-80.364795,3080.0
10695 Sw 87th Ave,"10695 Sw 87th Ave, Miami, FL 33176",Miami,FL,33176,6500,,Miami-Dade,4.0,2.5,1446.0,Single Family,2019-10-11T18:10:28.554Z,2023-06-12T00:00:00.000Z,Active,,2023-06-11T00:00:00.000Z,2,1962.0,"10695-Sw-87th-Ave,-Miami,-FL-33176",25.670944,-80.334771,15301.0
1080 Brickell Ave,"1080 Brickell Ave, Unit 1903, Miami, FL 33131",Miami,FL,33131,3800,Unit 1903,Miami-Dade,1.0,1.0,748.0,Condo,2019-05-06T06:50:56.782Z,2023-06-12T00:00:00.000Z,Active,,2023-05-02T00:00:00.000Z,42,2016.0,"1080-Brickell-Ave,-Unit-1903,-Miami,-FL-33131",25.76284,-80.192659,
1080 Brickell Ave,"1080 Brickell Ave, Unit 2208, Miami, FL 33131",Miami,FL,33131,6000,Unit 2208,Miami-Dade,2.0,2.0,1129.0,Condo,2019-09-17T20:41:23.586Z,2023-06-12T00:00:00.000Z,Active,,2023-05-24T00:00:00.000Z,20,2016.0,"1080-Brickell-Ave,-Unit-2208,-Miami,-FL-33131",25.76284,-80.192659,
1080 Brickell Ave,"1080 Brickell Ave, Unit 4302, Miami, FL 33131",Miami,FL,33131,7000,Unit 4302,Miami-Dade,2.0,2.5,822.0,Condo,2019-08-03T07:39:02.324Z,2023-06-12T00:00:00.000Z,Active,,2023-06-08T00:00:00.000Z,5,2017.0,"1080-Brickell-Ave,-Unit-4302,-Miami,-FL-33131",25.76284,-80.192659,
1080 Brickell Ave,"1080 Brickell Ave, Unit 3900, Miami, FL 33131",Miami,FL,33131,15000,Unit 3900,Miami-Dade,4.0,4.5,2727.0,Condo,2019-08-03T10:24:17.337Z,2023-06-12T00:00:00.000Z,Active,,2023-06-05T00:00:00.000Z,8,2016.0,"1080-Brickell-Ave,-Unit-3900,-Miami,-FL-33131",25.76284,-80.192659,
10810 N Kendall Dr,"10810 N Kendall Dr, Unit Q18, Miami, FL 33176",Miami,FL,33176,2000,Unit Q18,Miami-Dade,1.0,1.0,709.0,Condo,2019-08-03T09:08:01.651Z,2023-06-12T00:00:00.000Z,Active,,2023-06-02T00:00:00.000Z,11,1968.0,"10810-N-Kendall-Dr,-Unit-Q18,-Miami,-FL-33176",25.685258,-80.367572,
1100 Biscayne Blvd,"1100 Biscayne Blvd, Unit 4303, Miami, FL 33132",Miami,FL,33132,6000,Unit 4303,Miami-Dade,2.0,2.5,1498.0,Condo,2019-10-21T18:31:20.502Z,2023-06-12T00:00:00.000Z,Active,,2023-01-13T00:00:00.000Z,151,2009.0,"1100-Biscayne-Blvd,-Unit-4303,-Miami,-FL-33132",25.785236,-80.189906,
1100 Biscayne Blvd,"1100 Biscayne Blvd, Unit 4506, Miami, FL 33132",Miami,FL,33132,6500,Unit 4506,Miami-Dade,1.0,1.5,1695.0,Condo,2019-05-06T11:56:11.893Z,2023-06-12T00:00:00.000Z,Active,,2023-01-03T00:00:00.000Z,161,2009.0,"1100-Biscayne-Blvd,-Unit-4506,-Miami,-FL-33132",25.785236,-80.189906,
1100 Biscayne Blvd,"1100 Biscayne Blvd, Unit 4703, Miami, FL 33132",Miami,FL,33132,6900,Unit 4703,Miami-Dade,2.0,2.5,1498.0,Condo,2019-04-27T01:42:11.997Z,2023-06-12T00:00:00.000Z,Active,,2023-04-24T00:00:00.000Z,50,2009.0,"1100-Biscayne-Blvd,-Unit-4703,-Miami,-FL-33132",25.785236,-80.189906,
1100 Biscayne Blvd,"1100 Biscayne Blvd, Unit 5302, Miami, FL 33132",Miami,FL,33132,6800,Unit 5302,Miami-Dade,2.0,2.5,1557.0,Condo,2019-08-25T01:47:00.625Z,2023-06-12T00:00:00.000Z,Active,,2023-06-06T00:00:00.000Z,7,2009.0,"1100-Biscayne-Blvd,-Unit-5302,-Miami,-FL-33132",25.785236,-80.189906,
1100 Brickell Bay Dr,"1100 Brickell Bay Dr, Miami, FL 33131",Miami,FL,33131,3190,,Miami-Dade,3.0,3.0,1300.0,Apartment,2019-08-25T00:08:00.047Z,2023-06-12T00:00:00.000Z,Active,,2023-02-22T00:00:00.000Z,111,2018.0,"1100-Brickell-Bay-Dr,-Miami,-FL-33131",25.76283,-80.19001,
1100 S Miami Ave,"1100 S Miami Ave, Apt 1105, Miami, FL 33130",Miami,FL,33130,2600,Apt 1105,Miami-Dade,,1.0,531.0,Condo,2019-08-25T01:25:11.755Z,2023-06-12T00:00:00.000Z,Active,,2023-05-31T00:00:00.000Z,13,2015.0,"1100-S-Miami-Ave,-Apt-1105,-Miami,-FL-33130",25.763221,-80.193663,43560.0
1100 S Miami Ave,"1100 S Miami Ave, Apt 1511, Miami, FL 33130",Miami,FL,33130,6000,Apt 1511,Miami-Dade,2.0,2.0,1195.0,Condo,2019-08-03T09:12:43.344Z,2023-06-12T00:00:00.000Z,Active,,2023-05-22T00:00:00.000Z,22,2015.0,"1100-S-Miami-Ave,-Apt-1511,-Miami,-FL-33130",25.763221,-80.193663,43560.0
1100 S Miami Ave,"1100 S Miami Ave, Apt 2911, Miami, FL 33130",Miami,FL,33130,4750,Apt 2911,Miami-Dade,2.0,2.0,1195.0,Condo,2019-10-16T02:20:59.253Z,2023-06-12T00:00:00.000Z,Active,,2023-05-08T00:00:00.000Z,36,2015.0,"1100-S-Miami-Ave,-Apt-2911,-Miami,-FL-33130",25.763221,-80.193663,
1111 Brickell Bay Dr,"1111 Brickell Bay Dr, Miami, FL 33131",Miami,FL,33131,2981,,Miami-Dade,2.0,2.0,1238.0,Apartment,2019-08-03T10:39:07.280Z,2023-06-12T00:00:00.000Z,Active,,2022-12-22T00:00:00.000Z,173,1998.0,"1111-Brickell-Bay-Dr,-Miami,-FL-33131",25.762976,-80.189184,
1111 Brickell Bay Dr,"1111 Brickell Bay Dr, Ph 3304, Miami, FL 33131",Miami,FL,33131,3345,Ph 3304,Miami-Dade,1.0,1.0,872.0,Condo,2019-04-27T00:50:49.569Z,2023-06-12T00:00:00.000Z,Active,,2023-03-13T00:00:00.000Z,92,1998.0,"1111-Brickell-Bay-Dr,-Ph-3304,-Miami,-FL-33131",25.762972,-80.189191,104980.0
1111 Sw 1 Ave,"1111 Sw 1 Ave, Unit 3022N, Miami, FL 33130",Miami,FL,33130,3995,Unit 3022N,Miami-Dade,2.0,2.0,1012.0,Condo,2019-08-25T01:19:03.048Z,2023-06-12T00:00:00.000Z,Active,,2023-04-24T00:00:00.000Z,50,2008.0,"1111-Sw-1-Ave,-Unit-3022N,-Miami,-FL-33130",25.763219,-80.194564,
11229 Sw 149th Pl,"11229 Sw 149th Pl, Miami, FL 33196",Miami,FL,33196,3900,,Miami-Dade,4.0,2.5,2268.0,Single Family,2019-09-17T19:49:15.310Z,2023-06-12T00:00:00.000Z,Active,,2023-06-09T00:00:00.000Z,4,1990.0,"11229-Sw-149th-Pl,-Miami,-FL-33196",25.663497,-80.437834,4140.0
11410 Sw 137th Ct,"11410 Sw 137th Ct, Unit 11410, Miami, FL 33186",Miami,FL,33186,3970,Unit 11410,Miami-Dade,4.0,2.0,1979.0,Townhouse,2019-08-03T10:05:46.088Z,2023-06-12T00:00:00.000Z,Active,,2023-06-08T00:00:00.000Z,5,2005.0,"11410-Sw-137th-Ct,-Unit-11410,-Miami,-FL-33186",25.661349,-80.416439,1943.0
1155 Brickell Bay Dr,"1155 Brickell Bay Dr, Apt 1402, Miami, FL 33131",Miami,FL,33131,7500,Apt 1402,Miami-Dade,3.0,2.0,1470.0,Condo,2019-10-06T07:43:39.185Z,2023-06-12T00:00:00.000Z,Active,,2023-04-11T00:00:00.000Z,63,2001.0,"1155-Brickell-Bay-Dr,-Apt-1402,-Miami,-FL-33131",25.762165,-80.18911,
1155 Brickell Bay Dr,"1155 Brickell Bay Dr, Apt 405, Miami, FL 33131",Miami,FL,33131,3175,Apt 405,Miami-Dade,1.0,1.0,760.0,Condo,2019-08-03T11:19:26.310Z,2023-06-12T00:00:00.000Z,Active,,2023-04-11T00:00:00.000Z,63,2001.0,"1155-Brickell-Bay-Dr,-Apt-405,-Miami,-FL-33131",25.762165,-80.18911,
117 Nw 42nd Ave,"117 Nw 42nd Ave, Apt 915, Miami, FL 33126",Miami,FL,33126,2800,Apt 915,Miami-Dade,2.0,2.0,1010.0,Condo,2019-08-03T11:31:40.077Z,2023-06-12T00:00:00.000Z,Active,,2023-05-10T00:00:00.000Z,34,,"117-Nw-42nd-Ave,-Apt-915,-Miami,-FL-33126",25.772912,-80.263299,
11790 Sw 18th St,"11790 Sw 18th St, Unit 422-3, Miami, FL 33175",Miami,FL,33175,2000,Unit 422-3,Miami-Dade,1.0,1.0,708.0,Condo,2019-08-25T00:31:55.934Z,2023-06-12T00:00:00.000Z,Active,,2023-05-16T00:00:00.000Z,28,1984.0,"11790-Sw-18th-St,-Unit-422-3,-Miami,-FL-33175",25.748921,-80.386738,
1200 Brickell Bay Dr,"1200 Brickell Bay Dr, Apt 2509, Miami, FL 33131",Miami,FL,33131,5000,Apt 2509,Miami-Dade,2.0,2.0,1183.0,Condo,2019-08-03T09:42:02.679Z,2023-06-12T00:00:00.000Z,Active,,2023-05-15T00:00:00.000Z,29,2004.0,"1200-Brickell-Bay-Dr,-Apt-2509,-Miami,-FL-33131",25.761804,-80.190589,
1200 Brickell Bay Dr,"1200 Brickell Bay Dr, Apt 3515, Miami, FL 33131",Miami,FL,33131,5500,Apt 3515,Miami-Dade,2.0,2.0,1030.0,Condo,2019-08-25T00:45:32.411Z,2023-06-12T00:00:00.000Z,Active,,2023-05-02T00:00:00.000Z,42,2005.0,"1200-Brickell-Bay-Dr,-Apt-3515,-Miami,-FL-33131",25.761804,-80.190589,
1200 Brickell Bay Dr,"1200 Brickell Bay Dr, Apt 3819, Miami, FL 33131",Miami,FL,33131,3300,Apt 3819,Miami-Dade,1.0,1.0,825.0,Condo,2019-08-25T00:12:03.959Z,2023-06-12T00:00:00.000Z,Active,,2023-05-24T00:00:00.000Z,20,2005.0,"1200-Brickell-Bay-Dr,-Apt-3819,-Miami,-FL-33131",25.761804,-80.190589,
1200 Ne Miami Gardens Dr,"1200 Ne Miami Gardens Dr, Unit 704W, Miami, FL 33179",Miami,FL,33179,1850,Unit 704W,Miami-Dade,1.0,1.0,825.0,Condo,2019-10-29T07:27:46.225Z,2023-06-12T00:00:00.000Z,Active,,2023-04-03T00:00:00.000Z,71,1975.0,"1200-Ne-Miami-Gardens-Dr,-Unit-704W,-Miami,-FL-33179",25.944529,-80.175526,
12006 Sw 110th Street Cir N,"12006 Sw 110th Street Cir N, Miami, FL 33186",Miami,FL,33186,2700,,Miami-Dade,2.0,1.0,1015.0,Townhouse,2019-08-03T07:38:46.735Z,2023-06-12T00:00:00.000Z,Active,,2023-05-31T00:00:00.000Z,13,1978.0,"12006-Sw-110th-Street-Cir-N,-Miami,-FL-33186",25.664282,-80.390199,3150.0
121 Ne 34th St,"121 Ne 34th St, Unit 1616, Miami, FL 33137",Miami,FL,33137,5000,Unit 1616,Miami-Dade,2.0,2.0,864.0,Condo,2019-10-29T07:01:20.624Z,2023-06-12T00:00:00.000Z,Active,,2023-06-07T00:00:00.000Z,6,2018.0,"121-Ne-34th-St,-Unit-1616,-Miami,-FL-33137",25.808718,-80.1921,
121 Ne 34th St,"121 Ne 34th St, Unit 1915, Miami, FL 33137",Miami,FL,33137,4000,Unit 1915,Miami-Dade,1.0,1.5,621.0,Condo,2019-08-25T01:17:39.472Z,2023-06-12T00:00:00.000Z,Active,,2023-03-01T00:00:00.000Z,104,2018.0,"121-Ne-34th-St,-Unit-1915,-Miami,-FL-33137",25.808718,-80.1921,
121 Ne 34th St,"121 Ne 34th St, Unit 2215, Miami, FL 33137",Miami,FL,33137,3300,Unit 2215,Miami-Dade,1.0,1.5,621.0,Condo,2019-08-03T08:53:26.251Z,2023-06-12T00:00:00.000Z,Active,,2023-06-09T00:00:00.000Z,4,2018.0,"121-Ne-34th-St,-Unit-2215,-Miami,-FL-33137",25.808718,-80.1921,
121 Ne 34th St,"121 Ne 34th St, Unit 2816, Miami, FL 33137",Miami,FL,33137,4200,Unit 2816,Miami-Dade,2.0,2.0,864.0,Condo,2019-09-25T05:08:45.227Z,2023-06-12T00:00:00.000Z,Active,,2023-05-02T00:00:00.000Z,42,2018.0,"121-Ne-34th-St,-Unit-2816,-Miami,-FL-33137",25.808718,-80.1921,
121 Ne 34th St,"121 Ne 34th St, Unit 2903, Miami, FL 33137",Miami,FL,33137,3400,Unit 2903,Miami-Dade,1.0,1.0,673.0,Condo,2019-09-19T14:32:53.268Z,2023-06-12T00:00:00.000Z,Active,,2023-04-13T00:00:00.000Z,61,2018.0,"121-Ne-34th-St,-Unit-2903,-Miami,-FL-33137",25.808718,-80.1921,
121 Ne 34th St,"121 Ne 34th St, Unit 2705, Miami, FL 33137",Miami,FL,33137,4500,Unit 2705,Miami-Dade,1.0,2.0,725.0,Condo,2019-10-16T02:14:19.517Z,2023-06-12T00:00:00.000Z,Active,,2023-03-26T00:00:00.000Z,79,2018.0,"121-Ne-34th-St,-Unit-2705,-Miami,-FL-33137",25.808718,-80.1921,
121 Ne 34th St,"121 Ne 34th St, Unit 2914, Miami, FL 33137",Miami,FL,33137,3500,Unit 2914,Miami-Dade,1.0,1.0,681.0,Condo,2019-08-03T10:51:26.036Z,2023-06-12T00:00:00.000Z,Active,,2023-04-26T00:00:00.000Z,48,2018.0,"121-Ne-34th-St,-Unit-2914,-Miami,-FL-33137",25.808718,-80.1921,
12375 Sw 18th St,"12375 Sw 18th St, Miami, FL 33175",Miami,FL,33175,2298,,Miami-Dade,2.0,2.0,,Apartment,2019-10-21T18:05:52.333Z,2023-06-12T00:00:00.000Z,Active,,2023-01-06T00:00:00.000Z,158,1921.0,"12375-Sw-18th-St,-Miami,-FL-33175",25.75333,-80.39487,
12415 Nw 7th St,"12415 Nw 7th St, Miami, FL 33182",Miami,FL,33182,4250,,Miami-Dade,4.0,3.0,2152.0,Single Family,2019-05-06T07:17:55.449Z,2023-06-12T00:00:00.000Z,Active,,2023-04-24T00:00:00.000Z,50,1993.0,"12415-Nw-7th-St,-Miami,-FL-33182",25.774303,-80.398067,4750.0
125 Ne 32nd St,"125 Ne 32nd St, Miami, FL 33137",Miami,FL,33137,2523,,Miami-Dade,2.0,2.0,,Apartment,2019-10-11T17:59:00.162Z,2023-06-12T00:00:00.000Z,Active,,2022-12-22T00:00:00.000Z,173,2016.0,"125-Ne-32nd-St,-Miami,-FL-33137",25.807089,-80.192448,
1250 S Miami Ave,"1250 S Miami Ave, Apt 1013, Miami, FL 33130",Miami,FL,33130,2750,Apt 1013,Miami-Dade,1.0,1.0,737.0,Condo,2019-10-29T07:46:10.245Z,2023-06-12T00:00:00.000Z,Active,,2023-04-13T00:00:00.000Z,61,2004.0,"1250-S-Miami-Ave,-Apt-1013,-Miami,-FL-33130",25.762099,-80.193556,
1250 S Miami Ave,"1250 S Miami Ave, Apt 1803, Miami, FL 33130",Miami,FL,33130,2350,Apt 1803,Miami-Dade,1.0,1.0,1069.0,Apartment,2019-10-16T02:18:59.441Z,2023-06-12T00:00:00.000Z,Active,,2023-06-05T00:00:00.000Z,8,,"1250-S-Miami-Ave,-Apt-1803,-Miami,-FL-33130",25.762099,-80.193556,
1300 Brickell Bay Dr,"1300 Brickell Bay Dr, Apt 2313, Miami, FL 33131",Miami,FL,33131,2600,Apt 2313,Miami-Dade,,1.0,355.0,Condo,2019-09-19T14:43:41.489Z,2023-06-12T00:00:00.000Z,Active,,2023-04-29T00:00:00.000Z,45,2014.0,"1300-Brickell-Bay-Dr,-Apt-2313,-Miami,-FL-33131",25.760391,-80.190347,43560.0
1300 Brickell Bay Dr,"1300 Brickell Bay Dr, Apt 2904, Miami, FL 33131",Miami,FL,33131,7000,Apt 2904,Miami-Dade,2.0,2.0,1070.0,Condo,2019-08-25T01:19:03.048Z,2023-06-12T00:00:00.000Z,Active,,2023-05-15T00:00:00.000Z,29,2014.0,"1300-Brickell-Bay-Dr,-Apt-2904,-Miami,-FL-33131",25.760391,-80.190347,43560.0
1300 Brickell Bay Dr,"1300 Brickell Bay Dr, Apt 3208, Miami, FL 33131",Miami,FL,33131,5000,Apt 3208,Miami-Dade,2.0,2.0,1151.0,Condo,2019-04-26T13:45:32.076Z,2023-06-12T00:00:00.000Z,Active,,2023-04-24T00:00:00.000Z,50,2014.0,"1300-Brickell-Bay-Dr,-Apt-3208,-Miami,-FL-33131",25.760391,-80.190347,43560.0
1300 Brickell Bay Dr,"1300 Brickell Bay Dr, Apt 3001, Miami, FL 33131",Miami,FL,33131,5500,Apt 3001,Miami-Dade,2.0,2.5,969.0,Condo,2019-10-06T10:05:41.070Z,2023-06-12T00:00:00.000Z,Active,,2023-06-01T00:00:00.000Z,12,2014.0,"1300-Brickell-Bay-Dr,-Apt-3001,-Miami,-FL-33131",25.760391,-80.190347,
1300 Brickell Bay Dr,"1300 Brickell Bay Dr, Apt 4000, Miami, FL 33131",Miami,FL,33131,4000,Apt 4000,Miami-Dade,1.0,1.5,851.0,Condo,2019-08-03T08:59:34.127Z,2023-06-12T00:00:00.000Z,Active,,2023-05-03T00:00:00.000Z,41,2014.0,"1300-Brickell-Bay-Dr,-Apt-4000,-Miami,-FL-33131",25.760391,-80.190347,43560.0
1300 S Miami Ave,"1300 S Miami Ave, Unit 1908, Miami, FL 33130",Miami,FL,33130,3400,Unit 1908,Miami-Dade,1.0,1.5,649.0,Condo,2019-05-06T09:17:42.431Z,2023-06-12T00:00:00.000Z,Active,,2023-06-02T00:00:00.000Z,11,2016.0,"1300-S-Miami-Ave,-Unit-1908,-Miami,-FL-33130",25.761221,-80.193659,
1300 S Miami Ave,"1300 S Miami Ave, Unit 2108, Miami, FL 33130",Miami,FL,33130,3300,Unit 2108,Miami-Dade,1.0,1.5,649.0,Condo,2019-04-26T15:16:46.529Z,2023-06-12T00:00:00.000Z,Active,,2023-04-14T00:00:00.000Z,60,2016.0,"1300-S-Miami-Ave,-Unit-2108,-Miami,-FL-33130",25.761221,-80.193659,
1300 S Miami Ave,"1300 S Miami Ave, Unit 3203, Miami, FL 33130",Miami,FL,33130,4850,Unit 3203,Miami-Dade,1.0,2.0,880.0,Condo,2019-09-19T15:42:30.251Z,2023-06-12T00:00:00.000Z,Active,,2023-02-27T00:00:00.000Z,106,2016.0,"1300-S-Miami-Ave,-Unit-3203,-Miami,-FL-33130",25.761221,-80.193659,
1300 S Miami Ave,"1300 S Miami Ave, Unit 3208, Miami, FL 33130",Miami,FL,33130,3600,Unit 3208,Miami-Dade,1.0,1.5,649.0,Condo,2019-08-03T08:59:34.126Z,2023-06-12T00:00:00.000Z,Active,,2023-05-31T00:00:00.000Z,13,2016.0,"1300-S-Miami-Ave,-Unit-3208,-Miami,-FL-33130",25.761221,-80.193659,
